HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
2002760;22096408289;MARGARETH MARIE;;BLOMFELDT;1964.09.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SOLVANGVEIEN 7;3211;SANDEFJORD;
2002787;26015226926;YOHANNES;;LLANITA;1952.01.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LINDEBERGÅSEN 25 B;1071;OSLO;
2002795;53054944752;SIMON DOUGLAS;;TYRY;1949.05.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RADARVEIEN 42 H0101 1152 OSLO;1152;OSLO;
2002809;25034624901;JASON LUCAS;;ZABOKRZYCKI;1946.03.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HÅKONS GATE 25;1721;SARPSBORG;
2002817;16106712275;GUNDLA;;DROLSUM;1967.10.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KALLYKKJA 25;2380;BRUMUNDDAL;
2002825;16087820924;CHRISTIAN MARKUS;BÅLERUD;MSCICHOWSKI;1978.08.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BELSETGRENDA 52;1348;RYKKINN;
2002833;24026445392;GEIR-STÅLE;;TRINO;1964.02.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TYRIHANSVEIEN 8 B;1388;BORGEN;
2002841;14106745170;KETIL HÅVAR;FLOD;SAGAN;1967.10.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ST. HANSHAUGEN 2 G;9180;SKJERVØY;
2002876;10105820548;DENISE;;KUTLUCA;1958.10.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KJEMPEVEIEN 11;4631;KRISTIANSAND S;
2002884;26047425858;GUNDA OTELIE;;KSEN;1974.04.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KOLBOTN TERRASSE 19;1410;KOLBOTN;
2002892;23087640477;SOLFRID CHARLOTTE;;PRZESMYCKA;1976.08.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE PRINSDALS VEI 24 A;1266;OSLO;
2002922;29047415207;HANI MOHAMMED;KALL;INDAHL-HELDEN;1974.04.29 00:00:00;;kjonn:2;2015.02.16 12:28:14;landkoder:NO;KVALVIKVEIEN 253;6522;FREI;
2002965;28096804174;ERIK STEN;KIRKNES;KUNØE;1968.09.28 00:00:00;;kjonn:1;2013.10.07 11:06:04;;BERTELS VEG 6;3731;SKIEN;
2002981;25105430917;OLE BASTIAN;;GARCIA CAMPOS;1954.10.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VESTRE HAUGEN 58;1054;OSLO;
2003007;01055708424;LISS CARINA;;ZYMANCIUTE;1957.05.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KASTANJEVEIEN 96;3026;DRAMMEN;
2003015;20025840314;OLIWER ALEKSANDER;HAVAR;MORADI;1958.02.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KAPTEIN DREYERS VEG 533;2280;GJESÅSEN;
2003023;10125727595;RISTO ERKKI JUHANI;;TODOROV;1957.12.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HJALMAR JOHANSENS GATE 184;9007;TROMSØ;
2003031;29104347299;EMILY AIDA;KINFE;SANT ANNA;1943.10.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SØRVELVEGEN 20 B;2040;KLØFTA;
2003066;07034448277;GERTY;;PARTEE;1944.03.07 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FAUKALMOEN 39;2849;KAPP;
2003082;05108629918;KARSTEN NORMANN;;KIMSA;1986.10.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GRINDVOLLINNA 30;2730;LUNNER;
2003090;29027640956;EINAR NIKOLAI;;GERECKE;1976.02.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STEMVEGEN 24 E;4050;SOLA;
2003112;09024508215;KALLIOPI;;FURLAND;1945.02.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BJØRSETALLEEN 10;6410;MOLDE;
2003120;46064441647;GRO RACHEL;RIISBERG;VEDRICKIENE;1944.06.06 00:00:00;;kjonn:2;2017.01.06 15:16:38;landkoder:NO;MATARENGV 54 95731 ÖVERTORNEÅ SVERIGE;;;landkoder:SE
2003139;48097917518;KURT INGVAR;;STØKKER;1979.09.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OSCARSGATAN 1 85235 SUNDSVALL SVERIGE;;;
2003155;19095913728;MARK VINCENT;EKMAN;MIKLOVIS;1959.09.19 00:00:00;;kjonn:1;2015.02.13 15:07:52;landkoder:NO;RØYSELØKKA 15 B;3218;SANDEFJORD;
2003163;09046945643;GRETE ELINE;MYCKLAND;LOVISENDAL;1969.04.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKOLEGATA 3;7550;HOMMELVIK;
2003171;18086946862;ANNIKEN THERESE;;BERGMARK;1969.08.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;OFTA VEST 10;6887;LÆRDAL;
2003201;22035735023;EDLE GUNVOR;ABDUL-AMIR;KOLNES-BERGMAN;1957.03.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FESTEVEIEN 48;1525;MOSS;
2003228;26086800860;GUDVEIG SYNNØVE;;LJOSNES;1968.08.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE LUNDENVEI 8;3215;SANDEFJORD;
2003260;01107439893;BRIT KARLOTTE;ALI MOHAMED;LOPER;1974.10.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØSTRE MOHOLT-TUN 7;7048;TRONDHEIM;
2003279;19125324153;EBEL;;LOBAI;1953.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SOLHELLINGA 21 E;2315;HAMAR;
2003295;21113922947;ARNULFO C;;HASECIC;1939.11.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BERGER LANGMOENS VEG 14 A;2380;BRUMUNDDAL;
2003317;01127149530;LARUS KRISTJAN;;PRESS;1971.12.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GOLIVEIEN 28;1472;FJELLHAMAR;
2003333;12064516254;KERSTIN ISABELL;;KRAGH ECKELL;1945.06.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NYBAKVEIEN 77;2013;SKJETTEN;
2003341;15124209290;ELA ERICA;;SKAGMO;1942.12.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NIPEDALEN 225;5164;LAKSEVÅG;
2003376;20037416402;EDEL LOUISE;FIDJELAND;DI GRANDE;1974.03.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HANS N. HAUGES VEI 40 D;1523;MOSS;
2003414;15024716314;JAHN NORMANN;;PUEL;1947.02.15 00:00:00;;kjonn:1;2013.10.07 11:06:00;;;4910;LYNGØR;
2003422;28076445208;MAJ LISE;;MYER;1964.07.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GRUEMYRA 2;2080;EIDSVOLL;
2003430;27096219089;RITA BIRGIT;LYDER;LE GALLIC;1962.09.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NORDRAAKS VEI 50;1369;STABEKK;
2003473;31087424181;ALEXANDER R;;KVANDE-PETTERSEN;1974.08.31 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HILLEVÅGSVEIEN 67;4016;STAVANGER;
2003481;09067536166;JON KASPER;TJELLAUG;KROGSETHER;1975.06.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NORDEIDBREKKA 3 D;5252;SØREIDGREND;
2003503;44068010745;SALVADOR L;;TOPORSKI;1980.06.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
2003554;01055531826;ELIN SANDRA;;MACKEY;1955.05.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DJUPVIK;5641;FUSA;
2003597;19054113520;ODDBJØRN OVE;FINVÅG;YURKEVICH;1941.05.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KIRKEVEGEN 18;2034;HOLTER;
2003600;21078449303;PAUL-EIRIK;;STAPUSAITIS;1984.07.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STIKLESTADVEIEN 9 B;7041;TRONDHEIM;
2003619;01047110404;ÅSE MARRY;;RAJKO;1971.04.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ANDREAS MARKUSSONS VEI 11;8626;MO I RANA;
2003627;58035236374;DAG-GUNNAR;;BOUARAB;1952.03.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TÄNGLINGS ETELHEM SE-623 74 STÅNGA SVERIGE;;;
2003643;26045505706;MICHAL ROMUALD;;ELLEGÅRD;1955.04.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LUDV LØVAAS GATE 19 A;3188;HORTEN;
2003678;31078127557;CARL ANDERS GERHARD;;SVENNINGSSON;1981.07.31 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BLOMSTERVIKVEIEN 10;8900;BRØNNØYSUND;
2003686;27038331189;MARCH;;ALANGAR NARAYANA BHAT;1983.03.27 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RUDSTUNET 20;3530;RØYSE;
2003708;18127714343;VASEEHARAN;;GURTSKIS;1977.12.18 00:00:00;;kjonn:1;2015.02.16 13:21:45;landkoder:NO;SPØDABERGET 1;4330;ÅLGÅRD;
2003724;09078005065;AUD HERLAUG;;BRUSEVOLD;1980.07.09 00:00:00;;kjonn:2;2013.10.07 11:06:04;;;4985;VEGÅRSHEI;
2003732;18037007362;ROALD ODDVAR;;HOROSI;1970.03.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JORDBÆRSTIEN 5;1349;RYKKINN;
2003740;14108414988;FINN HUGO;;SUDAKOVAS;1984.10.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;EVENTYRVEIEN 32;1827;HOBØL;
2003775;22087205642;RISTEN INGA;;MOHAMMAD AKBAR;1972.08.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GUDEBERG ALLE 11;1632;GAMLE FREDRIKSTAD;
2003783;03047619709;JARNO KALEVI;;HESTNÆS;1976.04.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TEIENVEGEN 20;8700;NESNA;
2003791;03115931694;ELISE EMMA;;PIHLBLAD;1959.11.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ALNAGATA 14;0192;OSLO;
2003821;19047613852;KRISTIN BENEDICTE;;HØSTENG;1976.04.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HANS HAUGES GATE 17;5033;BERGEN;
2003856;12048002399;ISABELO T;;GROSEL;1980.04.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;EIDSHAVEN 5;4634;KRISTIANSAND S;
2003864;10067507768;SVEN TORGER;;DENIZER;1975.06.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SETERVEGEN 56;6320;ISFJORDEN;
2003880;17047734614;MILDRID JORUNN;;BENCHEA;1977.04.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FORSTRØMS VEI 3 A;1778;HALDEN;
2003899;22047518583;KRISTHER;;INCERTI;1975.04.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GARTNERIVEIEN 27 B;3300;HOKKSUND;
2003902;13036215342;ARNT YNGVAR;;KUBECZAK;1962.03.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TELEVEGEN 4;8680;TROFORS;
2003937;20085030516;ERLEND KÅRE;;MAUR;1950.08.20 00:00:00;;kjonn:1;2015.05.28 02:04:09;landkoder:NO;OSNES;5590;ETNE;
2003961;06065903111;CHRISTIAN BAY;;ZIJDEMANS;1959.06.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;;JORDET VEST;2430;JORDET;
2003996;09086026403;ANNEKINE;;SITAWAN;1960.08.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;EDØY;6570;SMØLA;
2004003;30077624518;JENS-TORE;;DYKOWSKI;1976.07.30 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NL;KÅRES VEI 1;1450;NESODDTANGEN;
2004038;18046406504;BERNAT;;ØSTEN;1964.04.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STORBJØRNEN 13;8029;BODØ;
2004054;58084636108;AMANJ IBRAHIM;STORNÆS;CATLIN;1946.08.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRØNVANGSTOFTEN 5 6740 BRAMMING DANMARK;;;
2004089;12046429824;JANETT;;LETHINEN;1964.04.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BJØRNEHIET 20;7620;SKOGN;
2004097;08027428003;ANJE MARIE;;DAMBORSKY;1974.02.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FJELLVEIEN 2;1678;KRÅKERØY;
2004119;07108422542;TOM ELLING;;STELMASZYK;1984.10.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BERTNES;8020;BODØ;
2004127;43017131649;JACQUELYN ANN;;MYHRBERG;1971.01.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TAIKOS PR. 79-9 KAUNAS LITHUANIA;;;
2004178;08014214284;GUDVEIG KRISTINE;MIDTHAUG;STORFOLD;1942.01.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HUKESLETTA 9;3275;SVARSTAD;
2004194;01106031777;NICHOLAS GEOFFREY;;WOLLF;1960.10.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O OLAV OLSEN PRESTHAUGVEGEN 1 C;5521;HAUGESUND;
2004208;48046931966;HARALD FRIDTJOF;;SEARS;1969.04.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;28-300 JEDRZEYOW UL.KONARSKIEGO 4 POLEN;;;landkoder:PL
2004216;13088402604;BORGHILD OLIVE;URVIK;PUPOLINA;1984.08.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KRUTTVEIEN 3 C;0585;OSLO;
2004224;21117816645;DAGFRID JOHANNE;;SOLODUCHA;1978.11.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HALLSKARET 8;5117;ULSET;
2004232;25095645294;EILIN SYNNØVE;;BARANSKI;1956.09.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;7165;OKSVOLL;
2004240;69057943777;MARTIN MAGNE;;SWIATKIEWICZ;1979.05.29 00:00:00;;kjonn:1;2015.09.02 08:57:30;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
2004259;17125747302;JOHN ROSS;;UTROSA;1957.12.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KVELDROVEIEN 2;9407;HARSTAD;
2004275;09015126547;GAYO MANUEL;ØRNHOLT;DAKOVIC;1951.01.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RAVNKOLLBAKKEN 45;0971;OSLO;
2004291;27066705876;SELMA LINNEA;;WABARI;1967.06.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;G. REISS-ANDERSENSG. 113 A;3259;LARVIK;
2004313;06078214188;ANDERS JAN-OLOF;;HELLAND-HAUGEN;1982.07.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OSCAR OMDALS GATE 4;4019;STAVANGER;
2004321;03127217016;TORGUNN ALICE;;YDE;1972.12.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BEVERVEGEN 12;4700;VENNESLA;
2004356;18014612641;LOUISE ANNA MARIA;;ØGLÆND-SANDVED;1946.01.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ALV KJØSVEG 4 B;2340;LØTEN;
2004364;02014834705;AKÅ;;MESSAOUDI;1948.01.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ØVERBYGDSVEGEN 675;2625;FÅBERG;
2004372;09018249372;MAUNO JUHANI;;STILLS;1982.01.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;6390;VESTNES;
2004399;23128713069;YAOWAMAN;;DOAN;1987.12.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ÅSSJYEN 30;8030;BODØ;
2004410;09017039501;ARILD JOHN;;GRYKA;1970.01.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NEDRE SMØRÅSVEGEN 38;5238;RÅDAL;
2004429;21108527487;LISE MARIELL;;HORNÅS;1985.10.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GREFSENVEIEN 34 A;0485;OSLO;
2004437;61097507308;ODD THOMAS;SELLIE;RÅBRATT;1975.09.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
2004445;22026732267;ENRICA;;HINDØIEN;1967.02.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GARDSVEGEN 142;4540;ÅSERAL;
2004453;31056107242;ELIN THERESE;LODTEN;RIFSGÅRD;1961.05.31 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KRONPRINSENS GATE 19;4614;KRISTIANSAND S;
2004461;57096044919;KENNETH BO;;SANDMO;1960.09.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;807 CHISEL POINT HOUSTON, TEXAS 77094 USA;;;
2004488;01114932805;KAUSER;;ÅSSVEEN;1949.11.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SÅVEGEN 1 A;2050;JESSHEIM;
2004542;07087730500;PIOTR MICHAEL;;GILDNES;1977.08.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;LEIKVANGVEGEN 58;5111;BREISTEIN;
2004550;12014828069;CATHARINA BENEDICTE;KIÆR;CARSTAM;1948.01.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GARTNERJORDET 2;9910;BJØRNEVATN;
2004577;23086832933;NOEL JOHANNES;;HABTEZGI;1968.08.23 00:00:00;;kjonn:1;2013.10.07 11:06:04;;;7170;ÅFJORD;
2004585;69077616500;LIEL;;ZORKO;1976.07.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TUMMELVÄGEN 10 7 21600 PARGAS FINLAND;;;
2004593;05095613243;ANA LAURA;;GARNAAS;1956.09.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MIDTRE HOLSMYRA 15;6030;LANGEVÅG;
2004607;21087624657;GRETHE OLIV;;ARADENI;1976.08.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NIMANNSVEGEN 12;5555;FØRDE I HORDALAND;
2004615;26105036239;JORID ELDBJØRG;RINGDAHL;LATIF;1950.10.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HELFJELL;8664;MOSJØEN;
2004623;08096231653;ADIAM;DRABLØS;SKEISEID;1962.09.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GARTAVEIEN 208;4810;EYDEHAVN;
2004658;62048118793;ANDERS-OTTO;;THOMSOM;1981.04.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;WISNIOWA 11 59-420 BOKKOW POLEN;;;
2004674;16048744676;MARIA MARLENE;;STRØMSØY;1987.04.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BANKGATA 55;8004;BODØ;
2004682;29055412950;TUNG THANH;HANCOCK;WASSMO;1954.05.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FREDENSBORGVEIEN 56;8003;BODØ;
2004704;29096834444;TIVA;;NICKEL;1968.09.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKRENTEN 16 K;6411;MOLDE;
2004747;01115109290;HELLEN ELISABETH;;ALHARDAN;1951.11.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NORDAFJELLVEIEN 7;4310;HOMMERSÅK;
2004755;16097242511;RODOLFO ANDRES;;FLOTTEN;1972.09.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7550;HOMMELVIK;
2004771;13128708507;TAHSIN;;TIX;1987.12.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ELVEGATA 10 H;3513;HØNEFOSS;
2004801;53087230100;MAGNE IVAR;;LARU;1972.08.13 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;98106 SKUODO 11, M. RUSUPIU K. SKUODO RAJ. LITHUANIA;;;
2004844;10077515971;TOM LEO;;MATUZEVICIUS;1975.07.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HASSELVEIEN 5;3115;TØNSBERG;
2004852;13054310239;MAJA ISABELL;;EZAZ;1943.05.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BUKSNESVEIEN 563;8372;GRAVDAL;
2004860;22054508011;MARLENA ELZBIETA;;BLOM-BOHRE;1945.05.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;INDUSTRIVEIEN 11;8517;NARVIK;
2004879;22016023829;HIBO ABDI;;RÅNMAN;1960.01.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6980;ASKVOLL;
2004887;10086013776;KENT ROY;;KRSZYNA;1960.08.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKJELFJORD;8380;RAMBERG;
2004941;05085400616;LILIANA ANDREA;;REIERGÅRD;1954.08.05 00:00:00;;kjonn:2;2013.10.07 11:06:04;;SKOLEVEGEN 6 B;2240;MAGNOR;
2004976;24037445572;HELMER OLAF;;NAUJIKAS;1974.03.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKULEVEGEN 15;5265;YTRE ARNA;
2004984;04094701142;TIM VINCENT;;KMEIL;1947.09.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRAVDALSPOLLEN 21 B;5164;LAKSEVÅG;
2004992;18108602720;EFREN I;;STRACZEK;1986.10.18 00:00:00;;kjonn:1;2013.10.07 11:06:04;;SANATORIEBAKKEN 1;1170;OSLO;
2005018;10116720383;ABDULLA IBRAHIM;TETIK;USATYY;1967.11.10 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;DRAGABEKKEN 5 B;6518;KRISTIANSUND N;
2005026;24057140603;STOJANKA;GARDSJORD;TARAZONA;1971.05.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TYNNINGSHOGEN 20;6847;VASSENDEN;
2005034;13024537476;TORILL MARGOT;;ELDORHAGEN;1945.02.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SOLBERGVEIEN 15;1406;SKI;
2005077;52077022945;ERIK JUST;;GOTE;1970.07.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;CERVENES ARMADY 1028/11 TURANY 03353 SLOVAKIA;;;
2005093;05054816334;JANNICKE*GUTT;;ROZKOV;1948.05.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;OLASVINGEN 30;1684;VESTERØY;
2005107;05104640860;SANDRA XIMENA;;NORBOE;1946.10.05 00:00:00;;kjonn:1;2017.01.06 15:16:38;landkoder:NO;MARIDALSVEIEN 357 B;0881;OSLO;
2005123;04035832861;ODDVEIG IREN;;EDLINGSSON;1958.03.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HANS ØVERGAARDS VEG 4;2409;ELVERUM;
2005166;29054548883;INGVILD OTHELIE;OKSRØD;DIETZE;1945.05.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FALSTADBERGET 19;7624;EKNE;
2005182;17064517961;ØYSTEIN EVALD;FJELDSGÅRD;ZANTALIS;1945.06.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RAKKESTADVEIEN 1307;1880;EIDSBERG;
2005239;30087502399;MARTIN PÅL;PILTINGSRUD;VIKEN-HAGERUP;1975.08.30 00:00:00;;kjonn:1;2017.01.06 11:14:13;landkoder:NO;MIDDAGSHEIVEIEN 25;8050;TVERLANDET;
2005247;43038533208;NINA;;KUKURUZOVIC;1985.03.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STADIONO 10-62 PRIENA LITAUEN;;;
2005298;01085444804;ERICA VICTORIA;;BJØNNUM;1954.08.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;FURUSTADVEIEN 93;3232;SANDEFJORD;
2005344;05018435979;PAULI KALERVO;;FREDSVOLD;1984.01.05 00:00:00;;kjonn:0;2013.10.07 11:06:00;;LEIL.412, H0201 LINDERUDSLETTA 7 A;0597;OSLO;
2005352;08067746040;KJELLAUG LISE;;WILCE;1977.06.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LINDEVEGEN 21;7058;JAKOBSLI;
2005379;19095818199;ZDZISLAW JERZY;;VORRE;1958.09.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BYHAGAN 136;2345;ÅDALSBRUK;
2005387;12094811552;LARS KASPAR;;BRENNELIEN;1948.09.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7623;RONGLAN;
2005409;51048645961;EDVIN ARTUR;;HOHRMANN;1986.04.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/KARIN ANNI WIIK HANSEN ØVREFOSS 10K 0555 OSLO;0555;OSLO;
2005417;02047521869;PERNILLA VIOLA;;KJERNSMOEN;1975.04.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;STRANDBYGDVEGEN 116;2408;ELVERUM;
2005425;29117147140;ROLF KARSTEIN;;GISSING;1971.11.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GOLVSENGANE 26;6770;NORDFJORDEID;
2005492;02067633590;TROND DAG;GAMMELMO;POUR HAMID;1976.06.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GLIMMERVEIEN 3;3615;KONGSBERG;
2005514;42128736306;KAI OSMUND;;SONDEJ;1987.12.02 00:00:00;;kjonn:1;2013.10.07 11:06:04;;II STRSGNUS KM PEIKULES SEN WAIPEDOS RAJ LITAUEN;;;
2005522;15035325961;ERNST PHILIP;;ZANDI;1953.03.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SMÅLAND;7633;FROSTA;
